movieId,tagenc
2762,18552 2819 6177 18556 8649 13291 14670 16197 16835 17927 18556 12690 16181 16185 850 1362 12688 5102 16192 16197 17952 12688 5102 1362 12688 12690 13291 5102 14670 6128 16197 17830 17952 18556 11808 2980 12688 15439 16185 16197 17927 18552 18556 16016 6128 850 16197 18556 12908 3706 16192 18556 10132 12147 12688 12690 14670 16197 17952 18556 1362 12908 850 18556 12688 9047 850 1362 11326 2409 11911 12036 12688 12908 13291 5102 14670 15846 16192 16197 7548 17830 17952 18229 18556 17088 17927 12688 10245 11808 11911 14789 15439 17487 17830 18627 1362 18556 18556 1362 3430 5103 12908 1362 12908 18556 3706 12908 12908 12908 850 11911 16197 17830 18556 1362 5102 18556 5102 16192 12688 850 16192 18556 1362 18556 12688 12908 13291 14670 16197 17952 18556 18704 1362 12688 12908 18556 1362 12688 18556 9047 1362 12690 13291 5102 16197 17927 18556 12908 18556 1362 5102 1362 11911 12690 18556 13032 18315 18556 11209 11911 5102 16197 18556 18673 12908 12036 12908 18556 1362 16197 18556 12898 18556 14310 12036 12908 1362 12688 13291 14670 17952 18413 850 1362 17830 18556 18673 12690 6128 16197 18413 12688 3430 850 12688 17927 18556 16016 16197 18556 12036 12688 18556 18556 12908 850 1362 12688 17952 18556 5102 14670 16192 16197 17952 18413 18556 12908 12036 13291 18556 12686 1362 5102 1362 3250 18976 15846 850 1362 12690 14670 16197 16752 17487 18556 850 12688 16192 16197 18556 12908 14670 18556 16192 17912 18556 13459 1362 3430 5102 850 12688 5102 14670 16987 18556 18673 12688 16192 17830 850 12690 5102 14670 16197 17830 17927 18556 14670 16197 18556 1362 18972 12908 1362 16197 850 1362 11911 14670 16192 16197 17749 18556 18556 14670 18556 11750 850 1362 18556 850 16197 18556 12036 1362 11911 5102 14670 16192 18556 18556 14670 8954 5102 18556 16192 16197 18556 16192 18556 11315 12908 18556 12908 12908 16987 850 127 12688 2409 12688 13291 16192 17830 18556 18627 5102 10691 1362 12690 18556 850 2409 12688 12690 13459 17952 18556 850 1362 2409 12688 12908 5102 14670 16192 17952 18556 12036 12908 12036 12908 14670 18556 1362 5102 2980 12686 18556 13291 14670 16197 18556 11808 11911 12036 12688 5103 16192 18229 1362 12688 3430 16987 18556 6192 12908 5103 12908 14670 18556 11750 850 14670 16192 16197 17830 18556 15599 7548 17952 18556 3169 18556 12036 12908 8630 284 2409 12690 14670 16197 17487 17927 17952 18556 12688 18704 18712 12688 18556 14670 18556 12036 12908 14310 14670 16197 17952 18229 18556 12908 11326 5102 12688 12908 13459 18556 18704 12688 12690 12908 13291 16192 16197 17952 18413 18556 850 1362 11911 12036 12688 12908 13291 13459 16197 17952 18556 12036 850 1362 11326 12908 14670 16192 16197 8954 17749 1362 5102 16197 12036 12908 850 11911 18556 12908 12908 12908 5102 12908 3809 850 12688 14670 16192 16197 18229 12908 17952 12688 3706 16197 18556 15031 18556 16983 19015 12908 850 1362 18556 9047 850 1362 11326 2409 11808 11911 12690 14670 16192 17952 18229 18413 18556 1362 12688 13291 16197 16752 16835 17952 18413 18556 283 284 12688 18556 12688 1362 5102 14670 16197 18556 8099 18556 11627 11808 1362 12908 9047 1362 13291 14175 18556 18704 12688 14670 16192 16197 18229 18413 18556 12908 18556 18673 850 1362 12688 13459 14670 17830 18556 1362 12688 18556 12908 12688 16192 18556 850 12688 16197 18556 18556 8954 17401 18556 1362 12688 14670 18556 17170 10245 18556 18556 12908 18556 11911 16596 17927 17952 18556 12036 1362 16197 16197 18556 12688 12908 8463 1362 18556 1362 16192 16197 18556 9047 850 11326 2409 12688 12690 13291 16192 16197 18229 18556 12908 14670 18556 12908 1362 5102 2409 18556 16197 18556 12908 12908 850 1362 12686 16197 18413 18556 18556 1362 5102 14533 12908 850 16197 18229 18556 12688 16197 12688 8344 12690 13291 1362 3430 3706 5102 12908 18556 
2763,13631 6491 15834 5889 13125 9349 16685 1475 13125 9415 14909 15621 18195 6491 18229 5993 1475 10860 5994 13125 6491 13125 14909 5889 15621 17978 6491 15834 9415 1475 13125 13631 15621 15834 4392 13626 15599 15357 9349 1475 13125 13626 13631 17638 13125 15602 6491 13631 13631 6491 10132 13282 1145 1809 6629 4392 6491 6820 
2764,9349 11602 7787 5932 15602 19035 904 1121 11943 1145 11602 
2765,11282 11704 9810 11282 11704 69 9810 3843 
2767,15357 
2769,11142 5262 4276 15357 
2770,15651 16450 15651 2497 10860 2497 3620 15651 7784 10860 2497 12541 7784 2922 7628 7628 14890 15651 6957 7784 6957 
2771,4455 8954 12997 
2772,10860 10890 4584 16662 10860 10890 17512 10860 10890 11703 13162 13262 4217 4218 14234 5994 16641 16662 7080 17512 17731 7822 18070 8009 18949 2523 4584 4584 11432 4584 14863 2268 5530 16662 10860 4584 2523 
2774,16253 14083 14083 14083 14083 17744 10658 14101 5806 17164 17744 8485 10658 14083 14083 14083 14101 17164 14083 16253 8485 5806 12721 
2775,11776 12596 
2776,
2777,
2778,15357 17047 10132 1428 
2779,9024 9247 12234 12690 16529 8635 
2780,9531 2499 8545 1252 14336 8545 19205 7336 13291 8545 1252 6425 7040 12843 9819 2499 6885 904 2499 11943 12843 8545 
2781,9024 1027 10188 10350 11704 14850 14900 14945 8545 1428 2025 1029 10013 10189 12256 14850 8545 
2782,8989 9531 2499 8545 7336 12843 8545 8545 2499 8545 7040 9810 2499 6885 7678 904 2023 2499 11943 12843 8545 
2783,10350 11318 13291 7040 16685 7336 8545 9810 2499 904 8545 
2784,9469 9820 904 11437 2499 11943 14963 7336 8545 18928 2499 8545 187 2499 16674 18893 9469 1027 11437 14963 8545 18928 7336 2499 8545 7040 9810 2499 187 9469 11437 7336 18928 904 11943 
2785,2499 7336 8545 9810 2499 6885 1428 2499 11943 12843 8545 
2786,1121 
2787,17699 18796 9328 10421 12530 14735 15116 16228 17699 18818 12940 1463 4950 7757 7757 9328 
2788,984 1027 5645 17340 11727 16265 5645 5645 5646 5646 1325 1329 5646 1325 10860 5645 10860 13358 14784 15194 17285 17937 5645 17340 11063 984 10785 11063 5645 16516 16611 17285 17340 5645 5645 1329 5645 5646 1325 10785 17340 5646 14784 11751 14784 15194 17340 3729 15599 8930 9808 1325 5645 17340 5645 5645 14784 13731 3180 5646 984 1325 1329 5645 5646 17340 15720 1325 1325 1329 5645 16265 2021 10212 4334 1428 9004 8344 
2790,
2791,9637 6272 11730 10759 12207 8930 9637 10860 11730 12401 4942 5992 6272 17285 289 12401 12541 12207 5918 6272 17602 8930 282 283 10721 10860 2997 4942 6272 6272 8930 10721 6272 13174 13773 8930 10721 4942 7600 8930 11730 4942 282 283 10721 10860 12207 4942 6272 6272 5992 8930 6272 17285 7600 4942 8930 9637 12823 18972 10860 12541 2997 6272 2021 12823 9637 12541 8930 282 9072 10446 10721 12207 4992 17358 17602 8930 12541 2194 4193 4229 15543 10721 7600 8930 2997 9637 7600 17602 8930 9072 9637 10721 10860 2194 11525 4193 4229 4942 15651 16273 16685 16987 17357 18979 8930 9072 9637 6272 7600 17602 8852 13174 12540 9637 12207 15651 8852 10860 12541 9637 17602 10721 10860 4942 15651 1463 283 10721 11730 17602 282 283 10860 6272 8852 10721 11730 15555 6272 9637 10721 10860 17602 9637 4942 8930 8930 10860 4942 7600 8930 6272 17602 6272 875 10721 10860 6272 7600 17358 905 10721 11943 4942 6272 12541 4942 15555 6272 5805 12207 4942 6272 7600 17602 8930 4942 10860 6272 9637 8344 3359 
2792,12530 15651 11625 15651 1463 9637 875 6272 7600 17358 
2793,13937 19099 18289 5993 1463 9698 17032 19099 19099 19099 19100 11109 4555 
2794,5769 5769 5994 1463 605 5769 15357 18419 1629 905 1121 1629 1629 
2795,5769 5975 1629 10733 10860 6732 16641 5769 8465 3475 6732 10733 1629 18788 1629 10733 10860 3475 5975 5994 6732 16641 8465 1133 1629 6732 6923 9312 1629 18419 8465 5994 5994 5769 1629 10860 3475 5769 5975 5994 6732 16641 1629 5975 16641 1463 5975 5769 1463 3475 16641 8465 16641 18419 5975 10733 10860 5994 1629 905 1121 1428 16589 10860 
2796,1629 3135 12366 12366 10860 
2797,8219 10860 10890 5821 5822 18425 10 16453 10860 5822 8219 17978 8219 123 10595 8219 18424 123 10890 5822 8219 17978 6363 8219 12711 211 123 2561 8219 9894 8219 18425 206 18303 1638 8219 1638 8219 13150 8219 5371 123 1638 5821 7946 282 9894 10395 1638 10600 10608 12981 5821 5822 6141 6146 6191 15762 17978 18425 7946 19189 9894 1638 17978 8219 18424 1638 15762 16987 17978 18425 9894 17978 6363 10860 12168 12980 7061 8219 1638 7061 10608 10860 12168 8219 8219 16987 282 8219 9894 10575 5371 5822 17978 18425 9894 1638 5822 12981 8219 5822 18829 10608 1463 282 8219 123 206 211 9894 1638 10608 10721 10860 12168 12711 5371 5821 5822 16987 17130 17978 8219 18424 18425 8219 8219 8219 8219 10721 8219 123 206 211 10721 17978 8219 10595 177 1428 2025 9894 1638 10860 17978 8219 12274 17130 123 206 211 1638 10860 8219 123 12168 12168 8219 
2798,16022 1463 2244 
2799,16039 16987 1309 
2800,11679 10883 
2801,12571 18437 1533 11576 18437 
2802,5393 12748 5393 5524 1428 
2803,8989 9556 2251 4543 14055 14901 10977 13361 4543 18229 2251 4368 4543 7256 8260 9452 10976 11048 4362 13841 13842 14053 14055 15893 14050 4362 433 10977 9810 11048 4362 14050 14055 2251 4543 14055 14901 15893 10977 10977 14055 4543 16987 14050 1428 9810 10976 11048 2251 4543 1145 10977 10977 
2804,8815 1721 13234 16426 1721 10721 14989 10732 1721 10721 10890 10564 10732 14068 111 1390 1721 10890 15219 16854 1721 14989 1721 10661 10721 14989 1721 1721 2994 1721 1721 1091 10564 1721 10661 10721 10732 2994 13459 8815 13395 13395 10661 10721 1721 10661 1091 1390 10721 10732 13459 13395 14989 1721 11199 7946 112 8989 1721 10661 10721 10980 1721 1220 10721 1721 1091 14068 8630 10659 16426 9810 1721 10980 14989 1721 10732 1721 10721 13459 14989 8815 1721 10721 2994 10659 14068 16716 10661 13394 18577 1721 10721 2994 10595 177 904 905 1121 1428 16589 13395 13395 
2805,5617 14735 1399 3668 3960 3973 10860 12584 10564 12584 3668 4671 15720 12584 3668 
2806,13162 13925 18070 13162 13162 4716 13162 13162 13162 13162 13162 
2807,11994 4103 4103 15168 4103 
2808,11247 4103 3001 11247 4103 11247 18668 8957 11615 4103 16675 11247 2348 9662 9797 10350 11247 2348 4103 18667 8531 19342 8957 4103 11247 4103 7052 16983 11247 19342 8957 904 1752 
2809,
2810,17652 9303 7303 11563 9303 9303 11203 16842 17652 9303 12883 6422 9303 9303 14713 6664 9303 13074 7303 10446 11203 17652 9303 11563 13074 9303 10446 11203 11563 7303 11203 11563 9303 9303 11563 17652 7303 11203 11563 11570 13074 7303 17652 11563 11570 9303 9303 9303 9303 7303 9303 12883 11203 11563 11570 7303 9303 10446 11203 11563 13421 4035 17652 10248 10459 11678 15261 5984 7303 17652 8180 10446 11203 11563 
2812,15349 15357 
2813,9989 15865 19277 
2814,15337 16949 17047 17743 8545 19271 904 2025 15337 8545 17047 17743 8545 
2815,376 9069 14646 15218 1121 
2816,9069 14646 15218 
2817,9069 14646 
2818,9069 14646 
2819,10977 10977 10977 1904 9453 10666 10976 10977 11961 10666 2821 6989 17638 10977 10989 10977 17348 9453 10976 10989 6989 18229 10977 10977 119 9453 9810 10666 10976 10977 10989 11961 2821 6989 17638 18229 13671 6989 18229 119 9453 10666 10976 2502 15364 7417 17348 10976 13671 7917 13671 10977 15523 9810 1423 10976 11961 1558 10937 17583 10977 10976 11961 3806 10976 10666 10989 2821 16329 6989 1423 10976 13671 6989 18229 119 9453 9810 10666 10937 10976 2010 11961 2821 3806 13671 15523 6989 17638 7917 18229 904 11943 1145 119 10666 10976 6989 17638 
2820,8996 9024 14900 15825 3442 14900 4357 9818 7486 14636 
2821,1552 9818 13706 3889 17218 
2822,2534 7381 10360 16069 16317 16317 11625 7381 
2823,1428 
2824,10157 1292 5742 10157 17632 
2825,14556 
2826,12794 5714 18877 12200 9573 1074 11930 12200 18877 11930 12200 12794 18877 5449 5714 8511 1027 19328 8511 5449 1074 12200 5714 767 12200 5449 5714 2022 12200 5449 5714 5714 18877 9810 9965 5449 5449 15592 5714 14478 
2827,1806 17927 9110 4428 17927 9110 12029 12038 18797 3166 6070 17164 9110 9102 4428 16022 
2828,9301 984 987 1285 1285 11176 
2829,446 624 4123 7509 7807 5991 446 624 
2833,127 15357 
2835,
2836,460 8009 119 10080 16088 119 10080 10890 11704 16685 17730 19068 
2837,12596 3674 12596 13267 3674 3674 
2839,11771 15866 8868 
2840,13789 13789 10656 13789 13789 13789 18229 10992 18229 18498 13789 1713 13789 13789 13789 16484 13789 10992 18229 172 13789 18498 1713 10992 16484 16499 13789 13789 16488 13789 16484 
2841,14963 18230 17912 14963 4696 17952 18229 17912 4696 12688 18229 17912 17912 5993 18096 12688 13291 14963 17952 17912 4580 9312 17912 7931 8463 17912 2150 17912 12686 17912 17912 12794 17930 17935 9585 5332 7481 17952 18229 9810 12688 15357 6885 17912 17912 17912 9312 17912 7481 
2843,13982 3412 13361 14132 14324 5726 16265 18756 19201 13361 5726 11704 12571 3412 13361 14910 5726 19064 16265 18756 18936 19201 5037 13361 13982 5037 18936 19201 2600 13019 19064 5727 13019 16265 18756 16265 2600 13019 2600 13019 13982 18936 13982 2010 13019 3412 13361 13982 18442 17796 2600 13982 13361 13982 11704 2792 12433 12571 13019 14114 5037 14324 14533 5726 16265 18442 18756 18936 19201 1145 14910 
2844,6175 
2845,18971 
2846,1975 9262 16365 3513 10434 10434 10435 1975 11609 13107 13926 9285 10434 11609 16481 17512 
2847,16465 16472 1521 3660 904 13350 14787 17246 
2848,8996 15825 17189 6086 17189 6086 15599 7486 9818 17189 17189 2023 3231 
2849,4388 2025 
2850,7879 7870 7874 7876 11492 
2851,2806 15589 2806 3494 4753 17537 3494 1121 12010 17537 12010 17537 
2852,14646 14900 2502 5932 904 1121 2251 
2853,13291 14963 17047 9469 11132 13291 14963 16484 17047 8463 
2854,2025 
2855,1121 
2856,2024 
2857,16662 17937 14924 14922 14928 8062 16175 17937 8062 1015 19073 19310 1015 16662 17937 1015 16175 17937 9297 9863 16175 17937 16175 17937 16175 17937 8062 13230 16175 17937 19073 9863 16175 1015 16662 16175 17937 8062 16175 17937 8062 177 16666 17937 8062 19073 9297 1015 17937 1015 17937 
2858,10890 13411 16438 17450 18225 11282 15994 17450 17941 11282 14892 10 9024 10025 14634 18225 12029 17941 12036 12877 10025 10890 11282 14634 17164 17450 17941 18225 17941 18225 12036 10008 12029 17941 4714 7251 11282 11282 14634 17164 17450 10025 10860 10890 11282 11704 4714 14557 14634 16438 16806 17164 17450 17937 17941 18225 18899 17868 4714 5993 10008 1439 11249 13701 14308 5114 6187 16438 16810 7213 19286 12877 11282 17941 10890 11282 13459 14634 16806 16810 17164 17941 18225 14634 5993 18225 10011 10025 10890 11282 11704 13459 4714 6095 6108 16438 16810 17450 17941 18225 18899 12036 9433 9865 10695 11279 4714 10025 11282 16810 17450 17941 724 1670 10890 11282 11679 4714 14634 14989 15994 16810 17164 17450 8133 12877 17558 12877 14121 10011 11282 13916 17450 17941 5994 17164 10025 10890 11679 4714 14634 17450 18225 14752 12877 10025 11282 4714 14634 5993 18899 10890 11282 4714 10890 14634 17868 11287 14989 17868 10860 14634 11282 14195 16438 17450 17941 18225 12036 17868 17941 12036 14195 17164 17868 17941 12877 17941 18225 4714 17868 17941 15599 10011 10025 11282 14557 17450 4714 14634 17164 17941 18225 10025 10860 10890 11282 4714 16810 17450 17941 18225 15592 10011 10025 4714 16810 12036 13916 9132 9310 13916 14550 18221 3763 10025 11282 18225 10011 10890 11279 4714 14634 16438 17164 17450 17941 13637 12877 12877 2409 17868 11282 17164 17450 18225 5993 4714 14634 16438 17941 5994 10011 11282 4714 5994 6090 16438 17450 18899 14634 15994 17868 17898 9865 6108 17450 10025 10890 11282 4714 5993 15994 16810 17164 17941 18225 18899 9976 10011 10890 11282 4714 6108 16810 18225 10011 10025 11282 11704 14557 14634 6108 18225 16346 10890 4714 14557 17941 18225 10025 11282 5993 5994 16810 17450 17941 10025 11282 13118 13622 18225 18682 18899 18932 14123 14634 17450 12877 4714 14195 14557 14892 16438 17450 18225 18391 16987 9203 724 10890 11282 13267 4714 14634 14989 16438 17450 17941 13459 724 4714 7251 11279 11282 16810 17164 17450 17941 18225 10860 10890 4714 16438 16810 17164 17450 18225 19008 14989 4714 14557 6108 17450 17941 18225 18899 10011 11282 12877 13916 14195 14892 17941 17558 14937 17868 17941 16602 10025 10890 11282 14634 16810 17450 18899 10860 10890 11282 11326 11704 14557 14634 15611 16810 18225 18899 10011 10025 10860 16438 16810 17941 18225 6108 11282 11282 17450 10011 14195 14257 14892 10025 5703 6521 7251 10025 11282 13459 4714 6090 6097 6108 16438 17164 17450 18225 17941 18225 11282 724 10011 11282 4714 15994 17450 17937 9842 10011 10890 11282 11704 13701 14195 17868 18225 10025 10890 11282 4714 14557 16810 17450 17941 18225 10025 4714 17450 14625 6108 17868 17941 19162 11282 4714 14634 17941 18225 11282 6108 10025 11282 18225 11282 11282 17941 11282 6108 18225 1903 12036 12877 10025 10290 16810 17450 18225 16329 12877 152 11994 15714 17744 10540 5001 14634 16438 6108 7251 17164 12877 12749 9865 11282 6108 17941 6108 12036 10890 4714 17941 18225 11282 17450 4714 17868 10025 11282 5993 17941 9203 12036 13411 14634 14892 14989 16438 16810 17164 17450 18225 724 10890 11282 4714 5409 6108 18899 18976 17867 429 6629 12036 12036 12678 13916 16775 16806 17164 7251 15599 16987 10025 11282 17164 18899 9476 10890 14634 14989 5993 17164 17450 17941 18225 18899 10890 4714 10025 11282 5993 16438 16810 17164 17941 18225 18899 11397 13267 17868 18072 12877 12036 4714 9024 9057 10025 11492 12596 12877 13262 13459 14634 15357 17868 18105 4714 16987 12877 4714 14634 17450 18225 12877 4714 6108 18225 12036 12036 17868 12877 12036 724 4714 10025 11704 5994 6629 16346 18899 17450 10025 4714 16810 18225 17558 10890 4714 6108 13916 18391 9865 9881 11282 11679 6108 15660 16810 17164 17450 17941 18225 19011 11282 17941 6090 6095 6097 6108 4714 8432 12036 11282 18225 10890 11282 4714 6090 6108 15994 14634 10025 10860 10890 11282 13267 13459 4714 14634 5993 6090 6095 6097 6108 15994 16810 17164 17450 17941 18225 18899 18225 10025 11282 5993 17164 11860 12541 18225 15602 14634 17450 12877 10890 11282 17941 9251 10025 10860 10890 11282 11679 4714 14634 15994 16438 16810 17450 17868 17941 18899 12036 11282 17558 10890 5994 6090 6095 6097 6108 10011 11282 6095 6108 16438 17164 17941 18225 10025 7632 11282 17941 11663 15522 10025 11282 4714 17450 17941 10860 17941 10025 4714 14634 16438 17941 10025 10860 10890 11282 4714 16810 17941 18225 10890 11282 13916 15602 6108 12877 8463 18899 17450 12877 14634 5994 17450 18225 2025 10025 17450 18225 14634 18225 17868 12036 6108 11943 4714 15994 18225 12877 12877 9433 10860 10890 11282 6108 16810 17941 14111 14114 14533 10025 18225 11282 4714 6108 17164 18225 17941 10025 16810 17450 18225 11282 17450 17941 18225 12877 1670 11279 4714 16438 11282 4714 17164 17450 18225 17868 12036 12036 17941 10025 11282 4714 17450 17941 18225 17941 11282 14634 15994 17941 18225 14634 17868 17941 8345 6095 18225 12877 10011 10695 11282 4714 16438 17450 18225 
2859,14927 14935 14935 14927 14935 14935 2126 14935 10945 3620 5133 14927 4451 14910 14935 10945 4451 14927 14935 14935 4451 14910 14935 10945 16662 14935 9468 15720 14935 1121 11943 4451 14910 
2860,15881 4933 15881 2663 5282 
2861,17613 4580 7254 9804 973 7254 10778 11443 11966 
2862,13871 10992 11570 11946 5987 17147 18919 11343 11570 12434 14301 17147 18919 18406 5987 1785 15955 69 5987 15955 10992 15353 7060 18738 10992 11570 3533 11968 905 1121 2025 
2863,14921 14922 14928 14935 14935 2111 1015 14935 117 1015 10212 2620 14935 16265 16662 8062 14935 14910 18145 10860 10212 14935 1015 10212 16662 10217 14935 10721 10860 8062 7946 16265 1118 1955 6880 9863 19185 9863 14935 14935 10519 10721 1955 14935 14935 14935 117 1015 10020 2620 14935 16662 14935 1015 14935 18827 14935 1015 14935 14935 1015 1015 10860 14926 16662 18145 904 1121 2023 14910 14921 14922 14928 16265 16662 18145 11943 117 10212 1015 1015 10212 16265 6880 18145 
2864,15907 14090 
2866,14935 14935 14935 14935 14935 14935 14935 14935 14935 14935 14935 14935 14935 7791 14935 14935 14935 14935 14935 14935 9989 16662 14935 14935 14935 14935 14935 14935 14935 14935 14935 904 14935 
2867,1696 7032 8222 8751 10543 18788 18789 1696 7032 7682 18789 8751 5994 18789 1696 11199 18789 10543 1696 15543 15357 16502 18789 10543 7032 18789 
2868,10543 18788 
2870,9376 5821 3093 9376 9818 14055 5795 5822 5821 5822 
2871,1945 9787 12967 16432 16637 18833 1398 15423 9787 16432 2975 12967 17952 4320 5711 16329 17945 3262 9787 16329 16637 17952 8138 16432 16637 12967 13637 8138 199 284 8138 12967 16197 17125 17952 18833 3763 15720 18833 12967 8138 199 615 904 11943 1398 4447 10153 10368 5768 16329 19022 19160 16432 9787 1398 11216 12967 4447 5786 17952 1398 8345 
2872,12031 10247 4743 14073 14336 14507 5418 18919 17980 818 14336 14507 5994 12201 11099 5991 5994 10247 4743 14507 15300 13195 4951 8989 2620 4743 14507 5714 17983 19205 13952 6033 5714 4320 9810 4743 14336 14507 5714 19205 9810 2620 3627 4743 14507 15357 16712 17983 12785 2620 4743 8980 13952 14073 11966 2025 8180 3533 4951 5879 6298 
2873,
2874,8986 9818 1340 1428 
2875,1463 4278 1428 1463 4278 
2876,2361 3054 148 
2877,7021 10350 12189 13361 13701 16810 14926 16668 16662 7021 10337 7021 7041 8088 1250 10350 13701 14926 7021 10350 13361 13701 14531 14926 15319 16175 16662 7021 7041 16810 8088 10337 14531 15317 15319 15592 19185 11197 13159 13701 7021 10350 13701 14531 7021 7021 16662 199 904 905 1121 2023 2024 7691 
2878,17360 1121 
2879,3918 3918 3918 3918 3918 13977 
2880,3918 3918 2662 3918 3918 3918 13977 
2881,827 5654 11125 11125 5654 5992 8246 5992 11523 1347 17779 5983 15357 1809 6629 
2882,8989 9561 16510 8085 7013 15023 15023 15023 15023 15023 15023 15023 15023 7013 15023 15023 15023 15023 15023 15023 15023 15023 15023 15023 15023 15023 15023 15023 15023 15023 
2883,4054 5289 7998 8882 8882 18293 5994 8882 8882 8882 17303 
2885,5371 15751 
2886,985 14899 14851 14899 14899 
2887,8957 10860 13458 
2888,13162 13162 13162 13162 13162 13162 13162 13162 13162 13162 12997 14531 14910 15497 17512 13162 13162 13162 13162 13162 13162 13162 4413 13162 13162 16772 18779 13162 13162 12997 13162 13162 13162 13162 13162 13162 13162 
2889,7148 7148 443 7148 
2890,10025 3116 9360 10025 10370 3116 3375 13361 13691 5262 16810 18108 3116 3375 5539 8390 10008 10955 12434 13361 16810 17830 18108 2168 3116 5262 10860 11326 3116 14629 9360 3375 5262 15651 18979 10025 10860 3116 5262 14646 16810 17830 18487 3116 5262 3116 9360 10008 10025 10837 10955 12741 3375 13361 13691 5539 8390 16987 3375 2168 9360 10025 3116 3375 13691 4010 5539 16810 9360 10955 17830 9360 3375 9360 10025 10992 3116 13691 5262 5539 16810 17830 2168 3116 13404 9360 3116 3375 17830 10025 10860 13361 16810 17830 10025 10955 10992 2168 3375 18225 12741 10370 13691 10837 9360 9793 10992 11048 3375 3827 5539 14646 18487 3375 7906 3116 10025 10860 3116 3375 14972 9360 10025 10955 3375 17830 5805 1809 6629 8344 
2891,8743 8743 
2892,1740 3353 8731 8742 9810 8742 
2893,10370 13125 6375 18314 
2894,11946 5987 5987 906 1240 2352 3028 7857 8144 18739 9793 906 10992 14373 15353 16329 18738 6359 
